,year,season,co2avg
0,2006,q1,139.56944444444443
1,2006,q2,76.50000000000001
2,2007,q1,108.16900000000001
3,2007,q2,50.80333333333331
4,2008,q1,122.38409090909089
5,2008,q2,46.78853658536586
6,2009,q1,106.92387096774192
7,2009,q2,31.59609756097561
8,2010,q1,76.51129032258066
9,2010,q2,75.825
10,2011,q1,206.34962962962962
11,2012,q1,116.0116666666667
12,2012,q2,58.666666666666664
13,2013,q1,162.24750000000003
14,2013,q2,82.914
