,year,season,Nminavg
0,2006.0,q1,56.74941176470588
1,2006.0,q2,3.1316666666666664
2,2007.0,q1,48.337307692307704
3,2007.0,q2,9.591875
4,2008.0,q1,42.053333333333335
5,2008.0,q2,14.225238095238096
6,2009.0,q1,14.512
7,2009.0,q2,2.2983333333333333
