,year,season,Nminavg
0,2006.0,q1,59.05187500000001
1,2006.0,q2,24.596666666666668
2,2007.0,q1,92.24428571428572
3,2007.0,q2,13.534374999999999
4,2008.0,q1,64.8135294117647
5,2008.0,q2,22.005000000000003
6,2009.0,q1,26.515
7,2009.0,q2,5.541874999999999
